1girl, 1 девушка
anchor_ornament, якорная опора
holding_marker, удерживающий_маркер
videl, видел
crescent_necklace, полукруглое сужение
sora_no_otoshimono, сора_но_отошимоно
hoshino_(first_year)_(blue_archive), хосино_(первый год)_(синий архив)
chest_tuft, сундук_туфт
bee_girl, bee_girl - девушка-пчела
neko_(minato_aqua), неко(минато_аква)
two-tone_pants, двухцветные брюки
aunt_and_niece, тетя и племянница
iori_rinko, иори_ринко
suou_patra, суоу_патра
brass_knuckles, медные костяшки
gae_dearg_(fate), gae_dearg_(судьба)
bubba_(watson_amelia), бубба(уотсон Амелия)
imperishable_night, вечная ночь
majin_android_21, мажин_андроид_21
muffin, кекс
shorts_tan, короткий рукав_тан
bandaged_foot, забинтованная нога
indian_clothes, индийская одежда
holding_crowbar, удерживающий рычаг
yuusha_series, юуша_сериалы
bonsai, бонсай
white_jumpsuit, белый спортивный костюм
egg_laying, укладка яиц
yumi_(bow), юми_(лук)
shaking_head, трясущаяся голова
blue_male_underwear, голубое_маленькое нижнее белье
rena_erindel, рена_ериндель
clown_nose, клоунский нос
roy_mustang, рой_мустанг
:c, :c
purple_apron, пурпурный капрон
golden_apple, золотое яблоко
russia_(hetalia), россия(хеталия)
soukou_akki_muramasa, сукоу_акки_мурамаса
neck_garter, подвязка для шеи
uchuu_senkan_yamato_2199, учу_сенкан_ямато_2199
country_connection, подключение к стране
rita_mordio, рита_мордио
very_long_tongue, очень длинный язык
millie_parfait, милли_парфе
price_tag, ценовой тег
roxas, Роксас
togepi, тогепи
suzuya_kai_ni_(kancolle), сузуя_кай_ни(канколле)
ichigo_hitofuri, ичиго_хитофури
disembodied_eye, бестелесный глаз
usa-chan_(idolmaster), сша-чан(идол-мастер)
propeller_hair_ornament, пропеллер_хайр_орнамент
scar_on_back, шрам_он_бэк
person_on_head, персона_на_голове
cock_ring, петушиный звон
reverse_fellatio, обратное чувство
year_of_the_pig, год_из_пига
mud, грязь
solid_snake, твердая змея
chocolate_making, приготовление шоколада
matou_sakura_(fate/zero), матоу_сакура_(судьба/ноль)
fireball, огненный шар
narutomaki, нарутомаки
cutlass_(girls_und_panzer), классная девчонка(girls_und_panzer)
powering_up, включение питания
vehicle_interior, интерьер транспортного средства
doodle_inset, doodle_inset (набор рисунков)
stirrup_footwear, стремена для обуви
60+fps, 60+кадров в секунду
bennett_(genshin_impact), беннетт(геншин_импакт)
yae_sakura_(gyakushinn_miko), яэ_сакура_(гьякушинн_мико)
giratina, гиратина
female_butler, женский батлер
catsuit, кошачий костюм
lacey_(pokemon), лейси(покемон)
platelet_(hataraku_saibou), тромбоцит_(хатараку_сайбу)
walker_(robot), ходунк(робот)
holding_notepad, удерживающий блокнот
matoi_(pso2), matoi_(pso2)
two-tone_wings, двухцветные крылья
hero_(headspace)_(omori), герой _(свободное пространство)_(омори)
vulpix, вульпикс
hoyofair, веселая ярмарка
trigun_stampede, триггер_стампед
food_name, название продукта
translucent_bunnysuit, полупрозрачный костюм кролика
katagiri_sanae, катагири_санае
fusuma, фусума
meka_(overwatch), мека_(наблюдатель)
lain_paterson, лэйн_патерсон
muto_yugi, муто_юги
year_of_the_dog, год_из_дога
rabbit_on_head, кролик на голове
god_eater_burst, взрыв пожирателя богов
baking, выпечка
megido72, мегидо72
shaymin, шаймин
mermaid_melody_pichi_pichi_pitch, русалочья_мелодия_пичи_пичи_пичи_пич
saya_no_uta, сая_но_ута
purple_tabard, пурпурный табард
undersized_animal, низкорослое животное
astolfo_(saber)_(fate), астольфо(сабля)(судьба)
hoshino_(girls_und_panzer), хосино(девушка с танком)
irako_(kancolle), ирак(канколле)
sweater_pull, свитер_пулька
metroid_(creature), метроид_(существо)
akechi_gorou, акечи_гору
banana_peel, банановый пил
facebook_logo, фейсбук_logo
cecilia_immergreen, сесилия киммерийская зеленая
orange_apron, оранжевый_апрон
blue_male_swimwear, голубая_малая_одежда
letter_hair_ornament, надпись "украшение для волос"
otter_tail, хвост выдры
snow_leopard_tail, снежный леопардохвост
aqua_trim, аква_трим
worm, червь
transparent_censoring, прозрачная цензура
nikka_edvardine_katajainen, никка_едвардине_катаяйнен
okazaki_tomoya, оказаки_томоя
stakes_of_purgatory, ставки на восстановление
yagami_hikari, ягами хикари
concrete, бетон
kimi_no_koto_ga_dai_dai_dai_dai_daisuki_na_100-nin_no_kanojo, кими_но_кото_га_дай_дай_дай_дай_дайсуки_на_100-нин_но_каноджо
tezcatlipoca_(fate), тецкатлипока(судьба)
ring_necklace, кольцо для шеи
waist_ribbon, поясной ремень
ak-47, ак-47
military_operator, военный оператор
nijimura_okuyasu, нидзимура_окуясу
limiter_(tsukumo_sana), ограничитель_(цукумо_сана)
mahou_shoujo_lyrical_nanoha_the_movie_1st, махоу_шоу_жо_лирический_наноха_фильм_1-й
party, вечеринка
